user_name,member,rating,comment,type,likes_num,comments_numpost_time,collect_time
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:52:16.317048
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:52:34.062324
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:52:34.193800
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:52:34.314831
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:52:34.438227
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:52:34.545862
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:52:34.666959
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:52:34.791294
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:52:34.893622
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:52:34.998253
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:52:35.111703
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:52:51.333322
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:52:51.530408
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:52:51.668676
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:52:51.798164
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:52:51.943980
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:52:52.114972
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:52:52.284166
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:52:52.400205
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:52:52.521229
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:52:52.652651
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:53:08.766089
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:53:08.899403
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:53:09.021188
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:53:09.112073
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:53:09.224573
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:53:09.379428
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:53:09.529214
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:53:09.624071
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:53:09.747829
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:53:09.857068
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:53:25.196635
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:53:25.318122
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:53:25.420932
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:53:25.522836
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:53:25.649101
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:53:25.805554
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:53:25.910716
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:53:26.014231
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:53:26.112521
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:53:26.211615
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:53:41.193017
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:53:41.471160
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:53:41.607755
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:53:41.721798
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:53:41.843477
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:53:41.955431
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:53:42.060821
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:53:42.187465
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:53:42.328678
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:53:42.486540
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:53:59.219427
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:53:59.353999
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:53:59.455826
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:53:59.556723
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:53:59.673186
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:53:59.794507
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:53:59.904778
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:54:00.024269
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:54:00.123764
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:54:00.220843
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:54:17.760705
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:54:17.931707
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:54:18.054473
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:54:18.174277
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:54:18.284669
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:54:18.505745
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:54:18.623558
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:54:18.742010
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:54:18.857101
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:54:18.969039
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:54:36.436611
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:54:36.556960
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:54:36.661533
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:54:36.773702
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:54:36.872420
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:54:36.977848
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:54:37.090190
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:54:37.192691
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:54:37.296039
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:54:37.422025
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:54:54.348757
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:54:54.493155
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:54:54.651021
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:54:54.781243
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:54:54.890230
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:54:55.000572
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:54:55.146505
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:54:55.327820
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:54:55.458573
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:54:55.610777
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:55:11.753613
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:55:11.904775
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:55:12.029393
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:55:12.125649
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:55:12.218968
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:55:12.331841
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:55:12.465681
依依宝贝-----,PLUS会员,5,已经不清楚是第几次回购了，天然水，喝着让人放心，自己喝，也推荐给朋友买，活动的时候比较合适，一家人的放心水，喝在嘴里有点甘甜，很舒服的感觉，第一喝是在高铁上感觉有点贵，后来觉得贵点值，发货快快递也很快，,500ml整箱,0,0,2020-06-18 20:54,2020-07-25 16:55:12.564199
淑淑淑uu芬芬芬nn,PLUS会员,5,自从喝了依云 就常备了 这次买没活动 家里又喝完了 就先买了一箱 配送又快又好 态度也好,500ml整箱,0,0,2020-05-15 17:28,2020-07-25 16:55:12.663450
笑***h,PLUS会员,5,水质好，口感好，就是生产日期挺久的了，2019年7月的，这都2020年7月了……而且瓶身为什麽会有很严重的磨损痕迹呢？,330ml整箱,0,0,2020-07-10 00:13,2020-07-25 16:55:12.764715
c***8,PLUS会员,5,"东西质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒棒不棒",500ml整箱,0,0,2020-04-22 23:10,2020-07-25 16:55:29.941524
歌***8,PLUS会员,5,东西收到了，非常好手感一流，品相非常好，适合平时使用，以后还会再买的！感谢支持。,500ml整箱,0,0,2020-06-27 17:25,2020-07-25 16:55:30.051438
葵芲赱鉃茬壹氿88,非会员,5,买了几次了，用来敷脸的，感觉挺不错的，京东很快，上午拍的下午就到了，大雨天，京东小哥也挺不容易、,330ml单组,0,0,2020-07-19 10:52,2020-07-25 16:55:30.148963
秋***0,非会员,5,"活动价快赶上美国超市的零售价了，实惠；
赞一下物流，包装超完好无损，连箱子旁边抓手的部分都没抠开直接扛着箱子给搬上楼，辛苦啦",1.25L*12整箱,0,0,2020-02-21 18:38,2020-07-25 16:55:30.250916
歌***8,PLUS会员,5,东西收到了，品质一流，物流一流，评价一流，很好的东西，以后还会买，继续支持！,500ml整箱,0,0,2020-07-14 20:57,2020-07-25 16:55:30.413617
gdOoMGoGrcJZ,PLUS会员,5,家里常备，长期饮用抵抗运动会缺水，每天补充适量水份矿物质，有助身体健康，抵御邪风外侵，多喝水就对了,500ml整箱,0,0,2020-07-04 08:20,2020-07-25 16:55:30.550538
jd_49c9acd290ddb,PLUS会员,5,宝宝喜欢，每天一瓶，用这个小红嘴瓶就变得特别喜欢喝水，还喜欢玩儿瓶盖，开开关关，以后会一直买宝宝水给宝宝,儿童瓶小小梦想家整箱,0,0,2020-02-20 22:28,2020-07-25 16:55:30.727941
